	TP	TN	FP	FN	image1	image2
2863_8718	5.0	0.0	257.0	2.0	2863.0	8718.0
122_166	23.0	0.0	236.0	5.0	122.0	166.0
3164_3191	15.0	0.0	247.0	2.0	3164.0	3191.0
4_166	20.0	0.0	237.0	7.0	4.0	166.0
138_394	12.0	0.0	242.0	10.0	138.0	394.0
1587_1750	9.0	0.0	249.0	6.0	1587.0	1750.0
135_1585	12.0	0.0	250.0	2.0	135.0	1585.0
4_159	11.0	0.0	252.0	1.0	4.0	159.0
118_2826	19.0	0.0	240.0	5.0	118.0	2826.0
165_2863	21.0	0.0	238.0	5.0	165.0	2863.0
143_186	20.0	0.0	239.0	5.0	143.0	186.0
139_418	19.0	0.0	241.0	4.0	139.0	418.0
4_135	11.0	0.0	250.0	3.0	4.0	135.0
1585_3156	3.0	0.0	259.0	2.0	1585.0	3156.0
116_177	2.0	0.0	262.0	0.0	116.0	177.0
140_8727	13.0	0.0	249.0	2.0	140.0	8727.0
157_418	20.0	0.0	239.0	5.0	157.0	418.0
420_3180	9.0	0.0	250.0	5.0	420.0	3180.0
136_3175	18.0	0.0	238.0	8.0	136.0	3175.0
139_3192	26.0	0.0	235.0	3.0	139.0	3192.0
3040_3180	4.0	0.0	258.0	2.0	3040.0	3180.0
1585_3186	13.0	0.0	247.0	4.0	1585.0	3186.0
135_2863	15.0	0.0	247.0	2.0	135.0	2863.0
190_3175	22.0	0.0	237.0	5.0	190.0	3175.0
140_165	28.0	0.0	231.0	5.0	140.0	165.0
2866_2963	1.0	0.0	257.0	6.0	2866.0	2963.0
2826_2883	12.0	0.0	247.0	5.0	2826.0	2883.0
419_1583	16.0	0.0	239.0	9.0	419.0	1583.0
419_2863	12.0	0.0	249.0	3.0	419.0	2863.0
136_3188	17.0	0.0	239.0	8.0	136.0	3188.0
3129_3194	23.0	0.0	234.0	7.0	3129.0	3194.0
2729_3142	10.0	0.0	250.0	4.0	2729.0	3142.0
401_2718	13.0	0.0	245.0	6.0	401.0	2718.0
3175_3180	14.0	0.0	246.0	4.0	3175.0	3180.0
3185_3188	22.0	0.0	238.0	4.0	3185.0	3188.0
122_3194	15.0	0.0	245.0	4.0	122.0	3194.0
2826_3179	21.0	0.0	233.0	10.0	2826.0	3179.0
173_187	23.0	0.0	235.0	6.0	173.0	187.0
188_3180	9.0	1.0	248.0	6.0	188.0	3180.0
143_2714	17.0	0.0	239.0	8.0	143.0	2714.0
1586_3142	15.0	0.0	242.0	7.0	1586.0	3142.0
138_3039	6.0	0.0	249.0	9.0	138.0	3039.0
3_157	24.0	0.0	233.0	7.0	3.0	157.0
1750_3187	18.0	0.0	240.0	6.0	1750.0	3187.0
187_3131	19.0	0.0	241.0	4.0	187.0	3131.0
418_1585	8.0	0.0	251.0	5.0	418.0	1585.0
173_183	25.0	0.0	233.0	6.0	173.0	183.0
419_3180	9.0	0.0	251.0	4.0	419.0	3180.0
157_394	20.0	0.0	239.0	5.0	157.0	394.0
187_3185	20.0	0.0	239.0	5.0	187.0	3185.0
3164_3175	13.0	0.0	248.0	3.0	3164.0	3175.0
144_188	18.0	1.0	240.0	5.0	144.0	188.0
139_1587	13.0	0.0	249.0	2.0	139.0	1587.0
415_3175	15.0	0.0	245.0	4.0	415.0	3175.0
139_8820	14.0	0.0	248.0	2.0	139.0	8820.0
2723_10924	5.0	0.0	256.0	3.0	2723.0	10924.0
3154_3188	20.0	0.0	240.0	4.0	3154.0	3188.0
188_3164	9.0	1.0	250.0	4.0	188.0	3164.0
135_10924	13.0	0.0	249.0	2.0	135.0	10924.0
157_3179	20.0	0.0	233.0	11.0	157.0	3179.0
142_173	31.0	0.0	227.0	6.0	142.0	173.0
120_3131	19.0	0.0	242.0	3.0	120.0	3131.0
119_139	19.0	0.0	242.0	3.0	119.0	139.0
111_122	5.0	1.0	256.0	2.0	111.0	122.0
4_3180	3.0	0.0	257.0	4.0	4.0	3180.0
2718_3162	6.0	0.0	255.0	3.0	2718.0	3162.0
178_3193	15.0	0.0	246.0	3.0	178.0	3193.0
401_2863	13.0	0.0	246.0	5.0	401.0	2863.0
157_3156	14.0	0.0	247.0	3.0	157.0	3156.0
4_146	16.0	0.0	242.0	6.0	4.0	146.0
109_1583	17.0	0.0	237.0	10.0	109.0	1583.0
190_3129	21.0	0.0	236.0	7.0	190.0	3129.0
394_2963	8.0	0.0	251.0	5.0	394.0	2963.0
164_10924	13.0	0.0	248.0	3.0	164.0	10924.0
157_165	28.0	0.0	229.0	7.0	157.0	165.0
4_8820	3.0	0.0	258.0	3.0	4.0	8820.0
2866_3187	11.0	0.0	249.0	4.0	2866.0	3187.0
3162_8727	2.0	0.0	260.0	2.0	3162.0	8727.0
136_8719	9.0	0.0	249.0	6.0	136.0	8719.0
412_10924	7.0	1.0	252.0	4.0	412.0	10924.0
415_1584	6.0	0.0	254.0	4.0	415.0	1584.0
3_135	24.0	1.0	236.0	3.0	3.0	135.0
412_2718	8.0	0.0	250.0	6.0	412.0	2718.0
120_190	18.0	0.0	240.0	6.0	120.0	190.0
140_3186	23.0	0.0	237.0	4.0	140.0	3186.0
8719_8820	5.0	0.0	258.0	1.0	8719.0	8820.0
136_3180	7.0	0.0	248.0	9.0	136.0	3180.0
159_8719	11.0	0.0	252.0	1.0	159.0	8719.0
142_419	24.0	0.0	235.0	5.0	142.0	419.0
3187_10924	13.0	0.0	249.0	2.0	3187.0	10924.0
147_177	16.0	0.0	246.0	2.0	147.0	177.0
144_3186	22.0	0.0	238.0	4.0	144.0	3186.0
418_3187	17.0	0.0	243.0	4.0	418.0	3187.0
190_8730	20.0	0.0	238.0	6.0	190.0	8730.0
116_142	19.0	0.0	243.0	2.0	116.0	142.0
2718_3194	18.0	0.0	242.0	4.0	2718.0	3194.0
3_172	26.0	0.0	230.0	8.0	3.0	172.0
154_1584	18.0	0.0	242.0	4.0	154.0	1584.0
140_2714	19.0	0.0	237.0	8.0	140.0	2714.0
1583_3131	20.0	0.0	237.0	7.0	1583.0	3131.0
109_3187	18.0	0.0	242.0	4.0	109.0	3187.0
119_149	23.0	0.0	237.0	4.0	119.0	149.0
139_165	28.0	0.0	231.0	5.0	139.0	165.0
3131_3191	24.0	0.0	238.0	2.0	3131.0	3191.0
120_140	20.0	0.0	240.0	4.0	120.0	140.0
418_8727	7.0	0.0	252.0	5.0	418.0	8727.0
187_190	21.0	0.0	239.0	4.0	187.0	190.0
166_8719	22.0	0.0	237.0	5.0	166.0	8719.0
111_2723	5.0	1.0	256.0	2.0	111.0	2723.0
8727_10924	3.0	0.0	258.0	3.0	8727.0	10924.0
109_2963	9.0	0.0	250.0	5.0	109.0	2963.0
144_2863	16.0	0.0	246.0	2.0	144.0	2863.0
142_183	29.0	0.0	230.0	5.0	142.0	183.0
419_1585	9.0	0.0	252.0	3.0	419.0	1585.0
109_122	9.0	0.0	249.0	6.0	109.0	122.0
140_188	19.0	1.0	239.0	5.0	140.0	188.0
2731_8727	6.0	0.0	257.0	1.0	2731.0	8727.0
2714_3173	18.0	0.0	237.0	9.0	2714.0	3173.0
157_8719	15.0	0.0	246.0	3.0	157.0	8719.0
119_3041	16.0	0.0	245.0	3.0	119.0	3041.0
187_2729	13.0	0.0	247.0	4.0	187.0	2729.0
138_8718	6.0	0.0	251.0	7.0	138.0	8718.0
3131_3193	21.0	0.0	240.0	3.0	3131.0	3193.0
122_2866	5.0	0.0	256.0	3.0	122.0	2866.0
2863_8719	5.0	0.0	255.0	4.0	2863.0	8719.0
159_401	18.0	0.0	243.0	3.0	159.0	401.0
154_8625	16.0	0.0	242.0	6.0	154.0	8625.0
136_149	22.0	0.0	234.0	8.0	136.0	149.0
173_2866	14.0	0.0	243.0	7.0	173.0	2866.0
139_172	25.0	0.0	233.0	6.0	139.0	172.0
166_3187	30.0	0.0	229.0	5.0	166.0	3187.0
415_3187	14.0	0.0	248.0	2.0	415.0	3187.0
144_154	26.0	0.0	235.0	3.0	144.0	154.0
412_8625	5.0	0.0	252.0	7.0	412.0	8625.0
3041_3175	21.0	0.0	240.0	3.0	3041.0	3175.0
1750_3041	15.0	0.0	241.0	8.0	1750.0	3041.0
407_2826	21.0	0.0	237.0	6.0	407.0	2826.0
2824_3154	18.0	0.0	240.0	6.0	2824.0	3154.0
111_3193	13.0	1.0	247.0	3.0	111.0	3193.0
3186_8820	15.0	0.0	247.0	2.0	3186.0	8820.0
159_1583	19.0	0.0	239.0	6.0	159.0	1583.0
135_3162	12.0	0.0	251.0	1.0	135.0	3162.0
157_415	16.0	0.0	244.0	4.0	157.0	415.0
116_2718	6.0	0.0	256.0	2.0	116.0	2718.0
3173_3192	24.0	0.0	235.0	5.0	3173.0	3192.0
412_3129	16.0	0.0	242.0	6.0	412.0	3129.0
178_419	7.0	0.0	250.0	7.0	178.0	419.0
3_3179	26.0	0.0	232.0	6.0	3.0	3179.0
3185_3191	24.0	0.0	236.0	4.0	3185.0	3191.0
109_3131	16.0	0.0	242.0	6.0	109.0	3131.0
1585_3185	13.0	0.0	248.0	3.0	1585.0	3185.0
164_3154	18.0	0.0	241.0	5.0	164.0	3154.0
412_3175	16.0	0.0	243.0	5.0	412.0	3175.0
139_3162	14.0	0.0	249.0	1.0	139.0	3162.0
119_3185	18.0	0.0	242.0	4.0	119.0	3185.0
149_3129	28.0	0.0	231.0	5.0	149.0	3129.0
118_138	14.0	0.0	243.0	7.0	118.0	138.0
2824_8730	20.0	0.0	238.0	6.0	2824.0	8730.0
412_3179	14.0	0.0	241.0	9.0	412.0	3179.0
165_188	24.0	1.0	232.0	7.0	165.0	188.0
142_3193	29.0	0.0	231.0	4.0	142.0	3193.0
120_3162	11.0	0.0	251.0	2.0	120.0	3162.0
138_178	6.0	1.0	246.0	11.0	138.0	178.0
136_415	10.0	0.0	247.0	7.0	136.0	415.0
419_3173	18.0	0.0	242.0	4.0	419.0	3173.0
3175_3185	23.0	0.0	237.0	4.0	3175.0	3185.0
3_3194	23.0	0.0	233.0	8.0	3.0	3194.0
147_3142	20.0	0.0	238.0	6.0	147.0	3142.0
3142_3186	16.0	0.0	241.0	7.0	3142.0	3186.0
109_3175	19.0	0.0	239.0	6.0	109.0	3175.0
2826_8625	12.0	0.0	244.0	8.0	2826.0	8625.0
1583_8719	12.0	0.0	245.0	7.0	1583.0	8719.0
136_2824	18.0	0.0	239.0	7.0	136.0	2824.0
401_3188	21.0	0.0	239.0	4.0	401.0	3188.0
147_173	28.0	0.0	230.0	6.0	147.0	173.0
401_3131	19.0	0.0	241.0	4.0	401.0	3131.0
109_3160	10.0	0.0	251.0	3.0	109.0	3160.0
2824_3188	22.0	0.0	238.0	4.0	2824.0	3188.0
3180_3191	15.0	0.0	245.0	4.0	3180.0	3191.0
1584_3173	14.0	0.0	246.0	4.0	1584.0	3173.0
122_3193	14.0	0.0	247.0	3.0	122.0	3193.0
165_412	21.0	0.0	237.0	6.0	165.0	412.0
2714_8727	8.0	0.0	248.0	8.0	2714.0	8727.0
111_418	7.0	1.0	250.0	6.0	111.0	418.0
144_147	26.0	0.0	235.0	3.0	144.0	147.0
164_1750	18.0	0.0	239.0	7.0	164.0	1750.0
418_1584	10.0	0.0	249.0	5.0	418.0	1584.0
4_2718	5.0	0.0	254.0	5.0	4.0	2718.0
119_8625	8.0	0.0	250.0	6.0	119.0	8625.0
173_3188	24.0	0.0	234.0	6.0	173.0	3188.0
165_1586	24.0	0.0	231.0	9.0	165.0	1586.0
136_2866	8.0	0.0	248.0	8.0	136.0	2866.0
178_3158	2.0	0.0	257.0	5.0	178.0	3158.0
118_3040	11.0	0.0	253.0	0.0	118.0	3040.0
407_415	13.0	0.0	247.0	4.0	407.0	415.0
141_3188	21.0	0.0	240.0	3.0	141.0	3188.0
164_8820	12.0	0.0	249.0	3.0	164.0	8820.0
394_8820	9.0	0.0	251.0	4.0	394.0	8820.0
144_3142	15.0	0.0	243.0	6.0	144.0	3142.0
3129_3164	14.0	0.0	247.0	3.0	3129.0	3164.0
146_8718	16.0	0.0	244.0	4.0	146.0	8718.0
2718_3142	12.0	0.0	248.0	4.0	2718.0	3142.0
1583_1585	12.0	0.0	245.0	7.0	1583.0	1585.0
3179_3186	22.0	0.0	234.0	8.0	3179.0	3186.0
401_3041	18.0	0.0	242.0	4.0	401.0	3041.0
111_8718	0.0	1.0	259.0	4.0	111.0	8718.0
1587_3187	11.0	0.0	251.0	2.0	1587.0	3187.0
157_2863	16.0	0.0	243.0	5.0	157.0	2863.0
4_147	16.0	0.0	244.0	4.0	4.0	147.0
165_3187	27.0	0.0	233.0	4.0	165.0	3187.0
2824_3041	20.0	0.0	241.0	3.0	2824.0	3041.0
2863_3180	6.0	0.0	254.0	4.0	2863.0	3180.0
138_1585	6.0	0.0	249.0	9.0	138.0	1585.0
4_407	9.0	0.0	249.0	6.0	4.0	407.0
135_401	19.0	0.0	241.0	4.0	135.0	401.0
415_3131	14.0	0.0	248.0	2.0	415.0	3131.0
136_8727	7.0	0.0	250.0	7.0	136.0	8727.0
3186_8719	13.0	0.0	247.0	4.0	3186.0	8719.0
159_3164	11.0	0.0	253.0	0.0	159.0	3164.0
3188_3192	25.0	0.0	235.0	4.0	3188.0	3192.0
159_3188	20.0	0.0	242.0	2.0	159.0	3188.0
172_2714	20.0	0.0	232.0	12.0	172.0	2714.0
154_3191	28.0	0.0	232.0	4.0	154.0	3191.0
418_3164	9.0	0.0	252.0	3.0	418.0	3164.0
120_164	18.0	0.0	241.0	5.0	120.0	164.0
140_3160	14.0	0.0	249.0	1.0	140.0	3160.0
1583_2963	12.0	0.0	245.0	7.0	1583.0	2963.0
118_2824	21.0	0.0	242.0	1.0	118.0	2824.0
3041_3173	20.0	0.0	241.0	3.0	3041.0	3173.0
395_3194	16.0	0.0	242.0	6.0	395.0	3194.0
420_8625	10.0	0.0	249.0	5.0	420.0	8625.0
116_1586	9.0	0.0	250.0	5.0	116.0	1586.0
135_177	11.0	0.0	252.0	1.0	135.0	177.0
116_2731	5.0	0.0	258.0	1.0	116.0	2731.0
142_3175	30.0	0.0	230.0	4.0	142.0	3175.0
138_139	16.0	0.0	239.0	9.0	138.0	139.0
157_166	31.0	0.0	225.0	8.0	157.0	166.0
1750_3164	8.0	0.0	249.0	7.0	1750.0	3164.0
415_418	10.0	1.0	248.0	5.0	415.0	418.0
412_2866	7.0	0.0	253.0	4.0	412.0	2866.0
164_3188	21.0	0.0	239.0	4.0	164.0	3188.0
415_3185	14.0	0.0	246.0	4.0	415.0	3185.0
159_2714	16.0	0.0	241.0	7.0	159.0	2714.0
159_2729	12.0	0.0	250.0	2.0	159.0	2729.0
3187_8820	12.0	0.0	250.0	2.0	3187.0	8820.0
3154_3175	20.0	0.0	239.0	5.0	3154.0	3175.0
3160_8718	2.0	0.0	261.0	1.0	3160.0	8718.0
173_3162	15.0	0.0	245.0	4.0	173.0	3162.0
1583_3040	12.0	0.0	246.0	6.0	1583.0	3040.0
2826_8718	12.0	0.0	248.0	4.0	2826.0	8718.0
147_3194	27.0	0.0	232.0	5.0	147.0	3194.0
415_2729	7.0	0.0	254.0	3.0	415.0	2729.0
173_1585	15.0	0.0	244.0	5.0	173.0	1585.0
2866_3188	13.0	0.0	247.0	4.0	2866.0	3188.0
420_3173	19.0	0.0	241.0	4.0	420.0	3173.0
3039_3187	12.0	0.0	250.0	2.0	3039.0	3187.0
138_164	14.0	0.0	240.0	10.0	138.0	164.0
2718_3160	8.0	0.0	255.0	1.0	2718.0	3160.0
412_2731	8.0	0.0	252.0	4.0	412.0	2731.0
3_183	22.0	0.0	234.0	8.0	3.0	183.0
159_394	17.0	0.0	245.0	2.0	159.0	394.0
139_3193	23.0	0.0	238.0	3.0	139.0	3193.0
119_2863	11.0	0.0	249.0	4.0	119.0	2863.0
122_141	13.0	0.0	249.0	2.0	122.0	141.0
412_1587	5.0	0.0	255.0	4.0	412.0	1587.0
172_177	15.0	0.0	245.0	4.0	172.0	177.0
141_3160	12.0	0.0	251.0	1.0	141.0	3160.0
3_420	17.0	0.0	238.0	9.0	3.0	420.0
140_172	25.0	0.0	233.0	6.0	140.0	172.0
3131_3186	21.0	0.0	239.0	4.0	3131.0	3186.0
183_2714	18.0	0.0	236.0	10.0	183.0	2714.0
395_8730	13.0	0.0	244.0	7.0	395.0	8730.0
147_2731	19.0	0.0	242.0	3.0	147.0	2731.0
401_1586	17.0	0.0	239.0	8.0	401.0	1586.0
186_3175	21.0	0.0	236.0	7.0	186.0	3175.0
2883_10924	4.0	0.0	258.0	2.0	2883.0	10924.0
3039_3173	13.0	0.0	248.0	3.0	3039.0	3173.0
116_3131	11.0	0.0	252.0	1.0	116.0	3131.0
1750_3193	19.0	0.0	238.0	7.0	1750.0	3193.0
2731_3154	12.0	0.0	248.0	4.0	2731.0	3154.0
3186_8727	11.0	0.0	248.0	5.0	3186.0	8727.0
1585_3040	4.0	0.0	259.0	1.0	1585.0	3040.0
4_119	8.0	0.0	252.0	4.0	4.0	119.0
4_3156	2.0	0.0	259.0	3.0	4.0	3156.0
159_186	18.0	0.0	241.0	5.0	159.0	186.0
172_190	24.0	0.0	233.0	7.0	172.0	190.0
3142_8625	5.0	0.0	250.0	9.0	3142.0	8625.0
187_1587	10.0	1.0	249.0	4.0	187.0	1587.0
3129_3179	23.0	0.0	233.0	8.0	3129.0	3179.0
2731_2863	9.0	0.0	253.0	2.0	2731.0	2863.0
187_8625	10.0	0.0	247.0	7.0	187.0	8625.0
147_166	35.0	0.0	223.0	6.0	147.0	166.0
3_1583	23.0	0.0	232.0	9.0	3.0	1583.0
122_3040	5.0	0.0	258.0	1.0	122.0	3040.0
166_3160	22.0	0.0	238.0	4.0	166.0	3160.0
188_401	16.0	1.0	240.0	7.0	188.0	401.0
178_1750	8.0	0.0	246.0	10.0	178.0	1750.0
1584_3191	16.0	0.0	244.0	4.0	1584.0	3191.0
190_8718	11.0	0.0	250.0	3.0	190.0	8718.0
1750_8730	16.0	0.0	238.0	10.0	1750.0	8730.0
109_395	13.0	0.0	246.0	5.0	109.0	395.0
146_395	22.0	0.0	238.0	4.0	146.0	395.0
415_1583	13.0	0.0	243.0	8.0	415.0	1583.0
140_146	28.0	0.0	232.0	4.0	140.0	146.0
159_172	22.0	0.0	237.0	5.0	159.0	172.0
3_3129	25.0	0.0	233.0	6.0	3.0	3129.0
420_1585	10.0	0.0	251.0	3.0	420.0	1585.0
164_2866	12.0	0.0	248.0	4.0	164.0	2866.0
2714_3180	8.0	0.0	246.0	10.0	2714.0	3180.0
1750_3160	10.0	0.0	249.0	5.0	1750.0	3160.0
119_8719	9.0	0.0	252.0	3.0	119.0	8719.0
183_412	14.0	0.0	243.0	7.0	183.0	412.0
401_2883	10.0	0.0	250.0	4.0	401.0	2883.0
401_420	16.0	0.0	242.0	6.0	401.0	420.0
140_2866	13.0	0.0	247.0	4.0	140.0	2866.0
166_188	27.0	1.0	228.0	8.0	166.0	188.0
149_2863	21.0	0.0	240.0	3.0	149.0	2863.0
140_394	19.0	0.0	241.0	4.0	140.0	394.0
119_135	17.0	0.0	244.0	3.0	119.0	135.0
1587_3192	14.0	0.0	246.0	4.0	1587.0	3192.0
3039_8730	10.0	0.0	248.0	6.0	3039.0	8730.0
120_3193	20.0	0.0	240.0	4.0	120.0	3193.0
190_394	16.0	0.0	241.0	7.0	190.0	394.0
144_3129	23.0	0.0	237.0	4.0	144.0	3129.0
3039_3175	14.0	0.0	247.0	3.0	3039.0	3175.0
3_3191	24.0	0.0	233.0	7.0	3.0	3191.0
419_8625	7.0	0.0	250.0	7.0	419.0	8625.0
3156_8719	4.0	0.0	259.0	1.0	3156.0	8719.0
178_3185	12.0	0.0	246.0	6.0	178.0	3185.0
142_3142	23.0	0.0	235.0	6.0	142.0	3142.0
144_2718	13.0	0.0	245.0	6.0	144.0	2718.0
190_2963	13.0	0.0	248.0	3.0	190.0	2963.0
420_2714	15.0	0.0	240.0	9.0	420.0	2714.0
3162_8719	4.0	0.0	259.0	1.0	3162.0	8719.0
142_3040	20.0	0.0	242.0	2.0	142.0	3040.0
419_1586	14.0	0.0	242.0	8.0	419.0	1586.0
143_3194	22.0	0.0	238.0	4.0	143.0	3194.0
142_3158	20.0	0.0	242.0	2.0	142.0	3158.0
173_8820	16.0	0.0	244.0	4.0	173.0	8820.0
183_8730	17.0	0.0	237.0	10.0	183.0	8730.0
119_1586	16.0	0.0	242.0	6.0	119.0	1586.0
140_1586	20.0	0.0	238.0	6.0	140.0	1586.0
122_1750	11.0	0.0	247.0	6.0	122.0	1750.0
111_412	4.0	1.0	253.0	6.0	111.0	412.0
2863_3179	14.0	0.0	242.0	8.0	2863.0	3179.0
3142_3158	7.0	0.0	253.0	4.0	3142.0	3158.0
173_2731	17.0	0.0	242.0	5.0	173.0	2731.0
419_10924	7.0	0.0	251.0	6.0	419.0	10924.0
177_8625	2.0	0.0	258.0	4.0	177.0	8625.0
116_166	21.0	0.0	239.0	4.0	116.0	166.0
412_3187	14.0	0.0	246.0	4.0	412.0	3187.0
415_2714	12.0	0.0	245.0	7.0	415.0	2714.0
149_3142	20.0	0.0	237.0	7.0	149.0	3142.0
190_3142	15.0	0.0	242.0	7.0	190.0	3142.0
183_190	21.0	0.0	237.0	6.0	183.0	190.0
143_3160	11.0	0.0	251.0	2.0	143.0	3160.0
136_395	11.0	0.0	245.0	8.0	136.0	395.0
118_3194	21.0	0.0	240.0	3.0	118.0	3194.0
147_3180	17.0	0.0	243.0	4.0	147.0	3180.0
8718_8730	8.0	0.0	250.0	6.0	8718.0	8730.0
3_1584	14.0	0.0	243.0	7.0	3.0	1584.0
111_165	17.0	1.0	240.0	6.0	111.0	165.0
139_1750	20.0	0.0	238.0	6.0	139.0	1750.0
166_187	29.0	0.0	228.0	7.0	166.0	187.0
154_3185	26.0	0.0	234.0	4.0	154.0	3185.0
116_1585	3.0	0.0	260.0	1.0	116.0	1585.0
140_415	15.0	0.0	246.0	3.0	140.0	415.0
118_401	18.0	0.0	243.0	3.0	118.0	401.0
395_8727	7.0	0.0	255.0	2.0	395.0	8727.0
118_120	16.0	0.0	244.0	4.0	118.0	120.0
144_8730	19.0	0.0	239.0	6.0	144.0	8730.0
116_2729	4.0	0.0	258.0	2.0	116.0	2729.0
412_2826	14.0	0.0	242.0	8.0	412.0	2826.0
164_394	17.0	0.0	242.0	5.0	164.0	394.0
138_157	15.0	0.0	237.0	12.0	138.0	157.0
4_178	5.0	0.0	256.0	3.0	4.0	178.0
136_187	15.0	0.0	240.0	9.0	136.0	187.0
172_3187	23.0	0.0	235.0	6.0	172.0	3187.0
2963_3041	11.0	0.0	251.0	2.0	2963.0	3041.0
2718_8719	4.0	0.0	254.0	6.0	2718.0	8719.0
135_1586	18.0	0.0	240.0	6.0	135.0	1586.0
177_8820	3.0	0.0	260.0	1.0	177.0	8820.0
177_1585	3.0	0.0	260.0	1.0	177.0	1585.0
141_3162	12.0	0.0	251.0	1.0	141.0	3162.0
190_3192	22.0	0.0	235.0	7.0	190.0	3192.0
111_8727	3.0	1.0	258.0	2.0	111.0	8727.0
142_3041	27.0	0.0	234.0	3.0	142.0	3041.0
3193_8727	12.0	0.0	249.0	3.0	3193.0	8727.0
111_141	10.0	1.0	249.0	4.0	111.0	141.0
111_118	11.0	1.0	251.0	1.0	111.0	118.0
190_3185	22.0	0.0	238.0	4.0	190.0	3185.0
136_2863	10.0	0.0	246.0	8.0	136.0	2863.0
395_3179	15.0	0.0	241.0	8.0	395.0	3179.0
401_412	14.0	0.0	245.0	5.0	401.0	412.0
143_173	23.0	0.0	236.0	5.0	143.0	173.0
164_2824	22.0	0.0	239.0	3.0	164.0	2824.0
109_149	24.0	0.0	235.0	5.0	109.0	149.0
111_3039	2.0	1.0	257.0	4.0	111.0	3039.0
3129_3191	25.0	0.0	234.0	5.0	3129.0	3191.0
118_188	16.0	1.0	243.0	4.0	118.0	188.0
166_3039	22.0	0.0	237.0	5.0	166.0	3039.0
407_412	15.0	0.0	245.0	4.0	407.0	412.0
144_2866	11.0	0.0	248.0	5.0	144.0	2866.0
122_3129	15.0	0.0	245.0	4.0	122.0	3129.0
146_2731	20.0	0.0	240.0	4.0	146.0	2731.0
147_183	24.0	0.0	233.0	7.0	147.0	183.0
412_2824	15.0	0.0	244.0	5.0	412.0	2824.0
3_109	18.0	0.0	237.0	9.0	3.0	109.0
119_142	25.0	0.0	235.0	4.0	119.0	142.0
3188_3191	25.0	0.0	236.0	3.0	3188.0	3191.0
157_173	25.0	0.0	232.0	7.0	157.0	173.0
122_3041	12.0	0.0	250.0	2.0	122.0	3041.0
147_418	22.0	0.0	237.0	5.0	147.0	418.0
166_3191	34.0	0.0	225.0	5.0	166.0	3191.0
1585_3164	3.0	0.0	259.0	2.0	1585.0	3164.0
166_8727	20.0	0.0	238.0	6.0	166.0	8727.0
418_3158	7.0	0.0	252.0	5.0	418.0	3158.0
3158_3194	12.0	0.0	247.0	5.0	3158.0	3194.0
3173_10924	14.0	0.0	247.0	3.0	3173.0	10924.0
177_3040	3.0	0.0	261.0	0.0	177.0	3040.0
173_3154	21.0	0.0	236.0	7.0	173.0	3154.0
419_1587	7.0	0.0	253.0	4.0	419.0	1587.0
138_401	13.0	0.0	240.0	11.0	138.0	401.0
186_3193	21.0	0.0	237.0	6.0	186.0	3193.0
395_3156	6.0	0.0	255.0	3.0	395.0	3156.0
120_8730	16.0	0.0	240.0	8.0	120.0	8730.0
140_143	22.0	0.0	240.0	2.0	140.0	143.0
122_140	15.0	0.0	247.0	2.0	122.0	140.0
3192_8727	13.0	0.0	246.0	5.0	3192.0	8727.0
395_1586	13.0	0.0	244.0	7.0	395.0	1586.0
415_2963	5.0	0.0	256.0	3.0	415.0	2963.0
394_415	10.0	0.0	249.0	5.0	394.0	415.0
1585_2866	3.0	0.0	257.0	4.0	1585.0	2866.0
136_165	23.0	0.0	232.0	9.0	136.0	165.0
188_8730	15.0	1.0	239.0	9.0	188.0	8730.0
407_3185	20.0	0.0	239.0	5.0	407.0	3185.0
412_418	10.0	0.0	247.0	7.0	412.0	418.0
164_3039	12.0	0.0	249.0	3.0	164.0	3039.0
190_2826	22.0	0.0	236.0	6.0	190.0	2826.0
3_177	13.0	1.0	246.0	4.0	3.0	177.0
138_8727	6.0	0.0	250.0	8.0	138.0	8727.0
2729_2731	5.0	0.0	254.0	5.0	2729.0	2731.0
418_3192	21.0	0.0	238.0	5.0	418.0	3192.0
420_3158	9.0	0.0	252.0	3.0	420.0	3158.0
3_139	22.0	0.0	235.0	7.0	3.0	139.0
173_3142	17.0	0.0	238.0	9.0	173.0	3142.0
120_3186	20.0	0.0	239.0	5.0	120.0	3186.0
154_2826	26.0	0.0	232.0	6.0	154.0	2826.0
186_418	16.0	0.0	240.0	8.0	186.0	418.0
420_8730	16.0	0.0	241.0	7.0	420.0	8730.0
2731_3193	15.0	0.0	246.0	3.0	2731.0	3193.0
1583_1586	12.0	0.0	235.0	17.0	1583.0	1586.0
142_2718	22.0	0.0	237.0	5.0	142.0	2718.0
1587_3186	12.0	0.0	248.0	4.0	1587.0	3186.0
419_2963	9.0	0.0	252.0	3.0	419.0	2963.0
154_401	24.0	0.0	235.0	5.0	154.0	401.0
2714_2723	11.0	0.0	246.0	7.0	2714.0	2723.0
401_8727	10.0	0.0	250.0	4.0	401.0	8727.0
186_187	19.0	0.0	238.0	7.0	186.0	187.0
395_3191	19.0	0.0	242.0	3.0	395.0	3191.0
142_8727	18.0	0.0	242.0	4.0	142.0	8727.0
159_8625	11.0	0.0	250.0	3.0	159.0	8625.0
149_159	25.0	0.0	237.0	2.0	149.0	159.0
120_2863	14.0	0.0	247.0	3.0	120.0	2863.0
3160_3185	12.0	0.0	249.0	3.0	3160.0	3185.0
144_3192	24.0	0.0	236.0	4.0	144.0	3192.0
