,nid,TP,FP,TN,FN,sensitivity,specificity,accuracy,in_count,out_count,threshold
3284,trm_4a3fd79d0b5a7,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.24
3318,trm_4a3fd79d09902,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.25
3361,trm_4a3fd79d0b46f,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.25
3391,trm_4a3fd79d0b1b2,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.25
3450,trm_4a3fd79d09902,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.26
3493,trm_4a3fd79d0b46f,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.26
3523,trm_4a3fd79d0b1b2,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.26
3622,trm_557b4af7cc1cb,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.27
3634,trm_557b477b4a15f,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.27
4031,trm_4a3fd79d0a723,1,78,12,1,0.5,0.1333333333,0.1413043478,2,90,0.3
4043,trm_558c736199abd,1,78,12,1,0.5,0.1333333333,0.1413043478,2,90,0.3
4309,trm_557b478ce1c24,2,79,11,0,1,0.1222222222,0.1413043478,2,90,0.32
186,trm_55b6b910b4b23,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.01
684,trm_557b482a7c62b,2,78,11,1,0.6666666667,0.1235955056,0.1413043478,3,89,0.05
1683,trm_4a3fd79d0b665,2,78,11,1,0.6666666667,0.1235955056,0.1413043478,3,89,0.12
1875,trm_555cfb890d721,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.14
2007,trm_555cfb890d721,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.15
2139,trm_555cfb890d721,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.16
2271,trm_555cfb890d721,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.17
2354,trm_557b4b7e68727,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.17
2486,trm_557b4b7e68727,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.18
3585,trm_557b476527a27,1,77,12,2,0.3333333333,0.1348314607,0.1413043478,3,89,0.27
3921,trm_557b4b47d994a,3,79,10,0,1,0.1123595506,0.1413043478,3,89,0.29
4068,trm_4a3fd79d09d93,2,78,11,1,0.6666666667,0.1235955056,0.1413043478,3,89,0.3
4425,trm_557b48f22ba99,1,77,12,2,0.3333333333,0.1348314607,0.1413043478,3,89,0.33
2380,trm_4a3fd79d0ab65,4,79,9,0,1,0.1022727273,0.1413043478,4,88,0.18
2468,trm_557b4b652cbec,4,79,9,0,1,0.1022727273,0.1413043478,4,88,0.18
3834,trm_557b48e337218,4,79,9,0,1,0.1022727273,0.1413043478,4,88,0.29
3966,trm_557b48e337218,4,79,9,0,1,0.1022727273,0.1413043478,4,88,0.3
4098,trm_557b48e337218,4,79,9,0,1,0.1022727273,0.1413043478,4,88,0.31
4230,trm_557b48e337218,4,79,9,0,1,0.1022727273,0.1413043478,4,88,0.32
2027,trm_4a3fd79d0a30c,4,78,9,1,0.8,0.1034482759,0.1413043478,5,87,0.15
2052,trm_557b4b154e0d9,4,78,9,1,0.8,0.1034482759,0.1413043478,5,87,0.15
2159,trm_4a3fd79d0a30c,4,78,9,1,0.8,0.1034482759,0.1413043478,5,87,0.16
2184,trm_557b4b154e0d9,4,78,9,1,0.8,0.1034482759,0.1413043478,5,87,0.16
1855,trm_557b4891e9265,6,79,7,0,1,0.0813953488,0.1413043478,6,86,0.14
1987,trm_557b4891e9265,6,79,7,0,1,0.0813953488,0.1413043478,6,86,0.15
2378,trm_4a3fd79d0a7bb,6,79,7,0,1,0.0813953488,0.1413043478,6,86,0.18
2381,trm_557b4993a0fdd,6,79,7,0,1,0.0813953488,0.1413043478,6,86,0.18
3047,trm_4a3fd79d0a33b,6,79,7,0,1,0.0813953488,0.1413043478,6,86,0.23
1977,trm_4a3fd79d09c28,8,79,5,0,1,0.0595238095,0.1413043478,8,84,0.14
2109,trm_4a3fd79d09c28,8,79,5,0,1,0.0595238095,0.1413043478,8,84,0.15
688,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.05
820,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.06
952,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.07
1084,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.08
1216,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.09
1348,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.1
1480,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.11
1612,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.12
1744,trm_5519b80525e89,9,79,4,0,1,0.0481927711,0.1413043478,9,83,0.13
2093,trm_4a3fd79d09ab2,9,78,4,1,0.9,0.0487804878,0.1413043478,10,82,0.15
2225,trm_4a3fd79d09ab2,9,78,4,1,0.9,0.0487804878,0.1413043478,10,82,0.16
2357,trm_4a3fd79d09ab2,9,78,4,1,0.9,0.0487804878,0.1413043478,10,82,0.17
508,trm_4a3fd79d0b4a9,11,79,2,0,1,0.024691358,0.1413043478,11,81,0.03
640,trm_4a3fd79d0b4a9,11,79,2,0,1,0.024691358,0.1413043478,11,81,0.04
772,trm_4a3fd79d0b4a9,11,79,2,0,1,0.024691358,0.1413043478,11,81,0.05
219,trm_4a3fd79d0aab0,12,79,1,0,1,0.0125,0.1413043478,12,80,0.01
351,trm_4a3fd79d0aab0,12,79,1,0,1,0.0125,0.1413043478,12,80,0.02
478,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.03
610,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.04
742,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.05
874,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.06
1006,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.07
1138,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.08
1270,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.09
1402,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.1
1534,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.11
1666,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.12
1798,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.13
1926,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.14
1930,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.14
1962,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.14
2058,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.15
2062,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.15
2094,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.15
2190,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.16
2194,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.16
2226,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.16
2322,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.17
2326,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.17
2358,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.17
2454,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.18
2458,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.18
2490,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.18
2586,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.19
2590,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.19
2622,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.19
2718,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.2
2722,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.2
2754,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.2
2850,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.21
2854,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.21
2886,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.21
2982,trm_4a3fd79d0b58f,12,79,1,0,1,0.0125,0.1413043478,12,80,0.22
2986,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.22
3018,trm_557b4b9ccdc4a,12,79,1,0,1,0.0125,0.1413043478,12,80,0.22
3118,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.23
3250,trm_55ce70b20186b,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.24
4038,trm_4a3fd79d0b58f,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.3
4074,trm_557b4b9ccdc4a,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.3
4170,trm_4a3fd79d0b58f,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.31
4206,trm_557b4b9ccdc4a,11,78,2,1,0.9166666667,0.025,0.1413043478,12,80,0.31
252,trm_55b6b98b88f45,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.01
280,trm_558c7439832d9,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.02
856,trm_5534111a8bc96,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.06
1085,trm_55c6f58e77fbe,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.08
1163,trm_5678a999f1c19,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.08
1180,trm_4a3fd79d0a775,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.08
1592,trm_55c298bbe56d5,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.12
1772,trm_55ef273a77a86,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.13
1904,trm_55ef273a77a86,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.14
1942,trm_4a3fd79d0b61f,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.14
1944,trm_567982752ff4a,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.14
1952,trm_4a3fd79d0b64e,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.14
2185,trm_557b4bb7cf05b,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.16
2498,trm_557b47abe9a34,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.18
2686,trm_4a3fd79d0b043,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.2
2702,trm_557b4abe521af,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.2
2818,trm_4a3fd79d0b043,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.21
2834,trm_557b4abe521af,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.21
2856,trm_557b48aeb7d58,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.21
2895,trm_557b471bc6cd8,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.21
2959,trm_55ef1fd2bc418,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.22
2988,trm_557b48aeb7d58,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.22
3027,trm_557b471bc6cd8,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.22
3091,trm_55ef1fd2bc418,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.23
3344,trm_557b4acdee820,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.25
4258,trm_557b4a913f8cc,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.32
4290,trm_55ef153d47bc0,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.32
4319,trm_557b4817db34d,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.32
4390,trm_557b4a913f8cc,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.33
4422,trm_55ef153d47bc0,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.33
4451,trm_557b4817db34d,1,80,11,0,1,0.1208791209,0.1304347826,1,91,0.33
422,trm_557b4a81a4a17,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.03
554,trm_557b4a81a4a17,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.04
1236,trm_558c7b337080f,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.09
2245,trm_557b493133416,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.17
2304,trm_557b4855a12b4,0,78,12,2,0,0.1333333333,0.1304347826,2,90,0.17
2412,trm_557b4add1837e,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.18
2942,trm_558c7ae1eaf86,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.22
3020,trm_4a3fd79d0b5a7,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.22
3186,trm_4a3fd79d09902,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.24
3229,trm_4a3fd79d0b46f,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.24
3258,trm_557b4aeaeb744,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.24
3259,trm_4a3fd79d0b1b2,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.24
3274,trm_557b4b8cd05ca,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.24
3358,trm_557b4af7cc1cb,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.25
3370,trm_557b477b4a15f,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.25
3390,trm_557b4aeaeb744,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.25
3406,trm_557b4b8cd05ca,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.25
3490,trm_557b4af7cc1cb,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.26
3502,trm_557b477b4a15f,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.26
3513,trm_55b6b9a666604,1,79,11,1,0.5,0.1222222222,0.1304347826,2,90,0.26
3579,trm_559f0986182cc,0,78,12,2,0,0.1333333333,0.1304347826,2,90,0.27
4177,trm_557b478ce1c24,2,80,10,0,1,0.1111111111,0.1304347826,2,90,0.31
420,trm_557b482a7c62b,2,79,10,1,0.6666666667,0.1123595506,0.1304347826,3,89,0.03
552,trm_557b482a7c62b,2,79,10,1,0.6666666667,0.1123595506,0.1304347826,3,89,0.04
1347,trm_555cfb890d721,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.1
1479,trm_555cfb890d721,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.11
1611,trm_555cfb890d721,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.12
1743,trm_555cfb890d721,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.13
2222,trm_557b4b7e68727,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.16
3558,trm_557b493e4203a,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.26
3789,trm_557b4b47d994a,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.28
3916,trm_557b4904ee26d,2,79,10,1,0.6666666667,0.1123595506,0.1304347826,3,89,0.29
4049,trm_558c7b5228ed4,3,80,9,0,1,0.1011235955,0.1304347826,3,89,0.3
4293,trm_557b48f22ba99,1,78,11,2,0.3333333333,0.1235955056,0.1304347826,3,89,0.32
2116,trm_4a3fd79d0ab65,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.16
2204,trm_557b4b652cbec,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.16
2248,trm_4a3fd79d0ab65,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.17
2336,trm_557b4b652cbec,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.17
2738,trm_5519b7525d7a2,3,79,9,1,0.75,0.1022727273,0.1304347826,4,88,0.2
3042,trm_557b48e337218,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.23
3174,trm_557b48e337218,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.24
3306,trm_557b48e337218,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.25
3438,trm_557b48e337218,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.26
3570,trm_557b48e337218,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.27
3702,trm_557b48e337218,4,80,8,0,1,0.0909090909,0.1304347826,4,88,0.28
1763,trm_4a3fd79d0a30c,4,79,8,1,0.8,0.091954023,0.1304347826,5,87,0.13
1788,trm_557b4b154e0d9,4,79,8,1,0.8,0.091954023,0.1304347826,5,87,0.13
1895,trm_4a3fd79d0a30c,4,79,8,1,0.8,0.091954023,0.1304347826,5,87,0.14
1920,trm_557b4b154e0d9,4,79,8,1,0.8,0.091954023,0.1304347826,5,87,0.14
433,trm_557b474e2b578,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.03
565,trm_557b474e2b578,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.04
697,trm_557b474e2b578,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.05
829,trm_557b474e2b578,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.06
961,trm_557b474e2b578,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.07
1423,trm_557b4aa070c10,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.1
2246,trm_4a3fd79d0a7bb,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.17
2249,trm_557b4993a0fdd,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.17
2915,trm_4a3fd79d0a33b,6,80,6,0,1,0.0697674419,0.1304347826,6,86,0.22
788,trm_557b491318742,8,80,4,0,1,0.0476190476,0.1304347826,8,84,0.05
1713,trm_4a3fd79d09c28,8,80,4,0,1,0.0476190476,0.1304347826,8,84,0.12
1845,trm_4a3fd79d09c28,8,80,4,0,1,0.0476190476,0.1304347826,8,84,0.13
1552,trm_557b49851e991,10,80,2,0,1,0.0243902439,0.1304347826,10,82,0.11
1684,trm_557b49851e991,10,80,2,0,1,0.0243902439,0.1304347826,10,82,0.12
1829,trm_4a3fd79d09ab2,9,79,3,1,0.9,0.0365853659,0.1304347826,10,82,0.13
1961,trm_4a3fd79d09ab2,9,79,3,1,0.9,0.0365853659,0.1304347826,10,82,0.14
244,trm_4a3fd79d0b4a9,11,80,1,0,1,0.012345679,0.1304347826,11,81,0.01
376,trm_4a3fd79d0b4a9,11,80,1,0,1,0.012345679,0.1304347826,11,81,0.02
30,trm_55b6b9d7c9435,12,80,0,0,1,0,0.1304347826,12,80,0
78,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0
82,trm_55ce70b20186b,12,80,0,0,1,0,0.1304347826,12,80,0
87,trm_4a3fd79d0aab0,12,80,0,0,1,0,0.1304347826,12,80,0
114,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0
210,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.01
214,trm_55ce70b20186b,11,79,1,1,0.9166666667,0.0125,0.1304347826,12,80,0.01
246,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.01
342,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.02
346,trm_55ce70b20186b,11,79,1,1,0.9166666667,0.0125,0.1304347826,12,80,0.02
378,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.02
474,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.03
510,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.03
606,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.04
642,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.04
738,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.05
774,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.05
870,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.06
906,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.06
1002,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.07
1038,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.07
1134,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.08
1170,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.08
1266,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.09
1302,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.09
1398,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.1
1434,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.1
1530,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.11
1566,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.11
1662,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.12
1698,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.12
1794,trm_4a3fd79d0b58f,12,80,0,0,1,0,0.1304347826,12,80,0.13
1830,trm_557b4b9ccdc4a,12,80,0,0,1,0,0.1304347826,12,80,0.13
366,trm_557b495cdde57,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.02
460,trm_5534111a8bc96,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.03
592,trm_5534111a8bc96,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.04
724,trm_5534111a8bc96,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.05
893,trm_557b48d40d3cf,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.06
919,trm_4a3fd79d0a17f,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.06
953,trm_55c6f58e77fbe,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.07
1031,trm_5678a999f1c19,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.07
1048,trm_4a3fd79d0a775,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.07
1223,trm_557b49ad14adf,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.09
1355,trm_557b49ad14adf,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.1
1394,trm_557b49206928b,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.1
1508,trm_55ef273a77a86,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.11
1520,trm_557b499fac085,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.11
1573,trm_4c3e04d656f06,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.11
1640,trm_55ef273a77a86,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.12
1678,trm_4a3fd79d0b61f,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.12
1680,trm_567982752ff4a,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.12
1688,trm_4a3fd79d0b64e,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.12
1810,trm_4a3fd79d0b61f,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.13
1812,trm_567982752ff4a,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.13
1820,trm_4a3fd79d0b64e,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.13
2290,trm_4a3fd79d0b043,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.17
2306,trm_557b4abe521af,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.17
2422,trm_4a3fd79d0b043,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.18
2438,trm_557b4abe521af,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.18
2554,trm_4a3fd79d0b043,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.19
2570,trm_557b4abe521af,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.19
2724,trm_557b48aeb7d58,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.2
2763,trm_557b471bc6cd8,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.2
2827,trm_55ef1fd2bc418,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.21
3212,trm_557b4acdee820,1,81,10,0,1,0.1098901099,0.1195652174,1,91,0.24
1010,trm_55ef3ba010121,2,81,9,0,1,0.1,0.1195652174,2,90,0.07
1161,trm_558c7b707f606,2,81,9,0,1,0.1,0.1195652174,2,90,0.08
2280,trm_557b4add1837e,2,81,9,0,1,0.1,0.1195652174,2,90,0.17
2426,trm_55c6f87595b39,2,81,9,0,1,0.1,0.1195652174,2,90,0.18
2558,trm_55c6f87595b39,2,81,9,0,1,0.1,0.1195652174,2,90,0.19
2690,trm_55c6f87595b39,2,81,9,0,1,0.1,0.1195652174,2,90,0.2
3094,trm_557b4af7cc1cb,2,81,9,0,1,0.1,0.1195652174,2,90,0.23
3106,trm_557b477b4a15f,2,81,9,0,1,0.1,0.1195652174,2,90,0.23
3226,trm_557b4af7cc1cb,2,81,9,0,1,0.1,0.1195652174,2,90,0.24
3238,trm_557b477b4a15f,2,81,9,0,1,0.1,0.1195652174,2,90,0.24
3447,trm_559f0986182cc,0,79,11,2,0,0.1222222222,0.1195652174,2,90,0.26
3899,trm_4a3fd79d0a723,1,80,10,1,0.5,0.1111111111,0.1195652174,2,90,0.29
3911,trm_558c736199abd,1,80,10,1,0.5,0.1111111111,0.1195652174,2,90,0.29
4045,trm_557b478ce1c24,2,81,9,0,1,0.1,0.1195652174,2,90,0.3
156,trm_557b482a7c62b,2,80,9,1,0.6666666667,0.1011235955,0.1195652174,3,89,0.01
288,trm_557b482a7c62b,2,80,9,1,0.6666666667,0.1011235955,0.1195652174,3,89,0.02
951,trm_555cfb890d721,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.07
1083,trm_555cfb890d721,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.08
1215,trm_555cfb890d721,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.09
1419,trm_4a3fd79d0b665,2,80,9,1,0.6666666667,0.1011235955,0.1195652174,3,89,0.1
1551,trm_4a3fd79d0b665,2,80,9,1,0.6666666667,0.1011235955,0.1195652174,3,89,0.11
2090,trm_557b4b7e68727,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.15
3321,trm_557b476527a27,1,79,10,2,0.3333333333,0.1123595506,0.1195652174,3,89,0.25
3426,trm_557b493e4203a,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.25
3453,trm_557b476527a27,1,79,10,2,0.3333333333,0.1123595506,0.1195652174,3,89,0.26
3525,trm_557b4b47d994a,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.26
3657,trm_557b4b47d994a,3,81,8,0,1,0.0898876404,0.1195652174,3,89,0.27
