,nid,TP,FP,TN,FN,sensitivity,specificity,accuracy,in_count,out_count,threshold
12801,trm_4a3fd79d09c28,0,0,84,8,0,1,0.9130434783,8,84,0.96
12933,trm_4a3fd79d09c28,0,0,84,8,0,1,0.9130434783,8,84,0.97
13065,trm_4a3fd79d09c28,0,0,84,8,0,1,0.9130434783,8,84,0.98
13197,trm_4a3fd79d09c28,0,0,84,8,0,1,0.9130434783,8,84,0.99
13328,trm_557b491318742,0,0,84,8,0,1,0.9130434783,8,84,1
13329,trm_4a3fd79d09c28,0,0,84,8,0,1,0.9130434783,8,84,1
3877,trm_557b4b27dfd5e,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.29
3960,trm_557b4b05ae470,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.29
4238,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.32
4263,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.32
4277,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.32
4370,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.33
4395,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.33
4409,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.33
4502,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.34
4527,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.34
4541,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.34
4545,trm_559f09a5cdca9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.34
4590,trm_557b495cdde57,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.34
4634,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4637,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4651,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4659,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4660,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4673,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4677,trm_559f09a5cdca9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.35
4766,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4769,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4783,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4791,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4792,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4805,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4809,trm_559f09a5cdca9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.36
4898,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4901,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4915,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4917,trm_4a3fd79d0afcf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4923,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4924,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4937,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
4941,trm_559f09a5cdca9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.37
5030,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5033,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5047,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5049,trm_4a3fd79d0afcf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5055,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5056,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5069,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5073,trm_559f09a5cdca9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.38
5162,trm_4a3fd79d0a1d1,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5165,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5179,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5181,trm_4a3fd79d0afcf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5187,trm_4ee8facd77dfc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5188,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5201,trm_51a690a7492eb,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.39
5297,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.4
5311,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.4
5313,trm_4a3fd79d0afcf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.4
5320,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.4
5429,trm_559f0a5b4cd36,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.41
5443,trm_56798c5f25b0c,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.41
5445,trm_4a3fd79d0afcf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.41
5452,trm_4a3fd79d0a908,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.41
5579,trm_557b49ad14adf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.42
5612,trm_557b499fac085,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.42
5665,trm_4c3e04d656f06,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.42
5711,trm_557b49ad14adf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.43
5744,trm_557b499fac085,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.43
5797,trm_4c3e04d656f06,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.43
6091,trm_5159beaf80413,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.46
6223,trm_5159beaf80413,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.47
6326,trm_557b47abe9a34,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.47
6355,trm_5159beaf80413,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.48
6458,trm_557b47abe9a34,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.48
6484,trm_558c7439832d9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.49
6590,trm_557b47abe9a34,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.49
6616,trm_558c7439832d9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.5
6722,trm_557b47abe9a34,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.5
6735,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.51
6748,trm_558c7439832d9,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.51
6854,trm_557b47abe9a34,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.51
6867,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.52
6986,trm_557b47abe9a34,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.52
6999,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.53
7131,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.54
7192,trm_5534111a8bc96,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.54
7263,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.55
7268,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.55
7324,trm_5534111a8bc96,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.55
7333,trm_557b4bb7cf05b,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.55
7395,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7400,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7436,trm_557b4acdee820,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7447,trm_55ef1fd2bc418,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7448,trm_55ef273a77a86,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7456,trm_5534111a8bc96,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7465,trm_557b4bb7cf05b,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.56
7527,trm_557b494ca540d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7532,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7568,trm_557b4acdee820,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7579,trm_55ef1fd2bc418,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7588,trm_5534111a8bc96,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7618,trm_4a3fd79d0b61f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7620,trm_567982752ff4a,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7628,trm_4a3fd79d0b64e,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.57
7664,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7700,trm_557b4acdee820,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7711,trm_55ef1fd2bc418,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7750,trm_4a3fd79d0b61f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7752,trm_567982752ff4a,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7757,trm_557b48d40d3cf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7760,trm_4a3fd79d0b64e,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7783,trm_4a3fd79d0a17f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.58
7796,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.59
7863,trm_558c73f3c8c6f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.59
7889,trm_557b48d40d3cf,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.59
7915,trm_4a3fd79d0a17f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.59
7918,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.59
7928,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
7966,trm_4a3fd79d0b043,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
7982,trm_557b4abe521af,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
7995,trm_558c73f3c8c6f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
8004,trm_557b48aeb7d58,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
8043,trm_557b471bc6cd8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
8050,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.6
8060,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8086,trm_557b4a913f8cc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8098,trm_4a3fd79d0b043,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8114,trm_557b4abe521af,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8118,trm_55ef153d47bc0,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8127,trm_558c73f3c8c6f,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8136,trm_557b48aeb7d58,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8147,trm_557b4817db34d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8175,trm_557b471bc6cd8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8182,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.61
8192,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8213,trm_55c6f58e77fbe,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8218,trm_557b4a913f8cc,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8230,trm_4a3fd79d0b043,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8246,trm_557b4abe521af,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8250,trm_55ef153d47bc0,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8268,trm_557b48aeb7d58,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8279,trm_557b4817db34d,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8307,trm_557b471bc6cd8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8308,trm_4a3fd79d0a775,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8314,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.62
8324,trm_55c298bbe56d5,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8345,trm_55c6f58e77fbe,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8362,trm_4a3fd79d0b043,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8378,trm_557b4abe521af,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8400,trm_557b48aeb7d58,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8439,trm_557b471bc6cd8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8440,trm_4a3fd79d0a775,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8446,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.63
8477,trm_55c6f58e77fbe,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.64
8494,trm_4a3fd79d0b043,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.64
8510,trm_557b4abe521af,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.64
8572,trm_4a3fd79d0a775,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.64
8578,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.64
8609,trm_55c6f58e77fbe,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.65
8626,trm_4a3fd79d0b043,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.65
8642,trm_557b4abe521af,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.65
8704,trm_4a3fd79d0a775,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.65
8710,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.65
8842,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.66
8909,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.67
8918,trm_557b49206928b,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.67
8974,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.67
9041,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.68
9050,trm_557b49206928b,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.68
9106,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.68
9173,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.69
9182,trm_557b49206928b,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.69
9228,trm_55b6b98b88f45,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.69
9238,trm_4a3fd79d09af8,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.69
9305,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.7
9360,trm_55b6b98b88f45,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.7
9437,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.71
9569,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.72
9701,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.73
9833,trm_55b6b92c1fd76,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.74
10469,trm_55b6b96e77df6,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.79
10601,trm_55b6b96e77df6,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.8
10733,trm_55b6b96e77df6,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.81
10865,trm_55b6b96e77df6,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.82
10997,trm_55b6b96e77df6,1,9,82,0,1,0.9010989011,0.902173913,1,91,0.83
7056,trm_557b4855a12b4,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.53
7143,trm_559f0986182cc,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.54
7160,trm_557b48a224b95,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.54
7188,trm_557b4855a12b4,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.54
7261,trm_557b493133416,2,9,81,0,1,0.9,0.902173913,2,90,0.55
7275,trm_559f0986182cc,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.55
7320,trm_557b4855a12b4,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.55
7331,trm_4a3fd79d0a723,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.55
7343,trm_558c736199abd,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.55
7393,trm_557b493133416,2,9,81,0,1,0.9,0.902173913,2,90,0.56
7407,trm_559f0986182cc,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.56
7463,trm_4a3fd79d0a723,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.56
7475,trm_558c736199abd,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.56
7539,trm_559f0986182cc,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.57
7706,trm_55c6f87595b39,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.58
7746,trm_557b4aeaeb744,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.58
7762,trm_557b4b8cd05ca,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.58
8006,trm_55ef3ba010121,2,9,81,0,1,0.9,0.902173913,2,90,0.6
8088,trm_557b4add1837e,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.61
8185,trm_557b493133416,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.62
8750,trm_558c7ae1eaf86,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.66
8925,trm_55b6b9a666604,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.67
9057,trm_55b6b9a666604,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.68
9189,trm_55b6b9a666604,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.69
9321,trm_55b6b9a666604,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.7
9806,trm_558c7ae1eaf86,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.74
9948,trm_558c7b337080f,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.75
10080,trm_558c7b337080f,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.76
10269,trm_558c7b707f606,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.77
10401,trm_558c7b707f606,1,8,82,1,0.5,0.9111111111,0.902173913,2,90,0.78
11072,trm_4a3fd79d0b5a7,0,7,83,2,0,0.9222222222,0.902173913,2,90,0.83
7065,trm_557b48f22ba99,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.53
7534,trm_4a3fd79d0aa76,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.57
7655,trm_557b4b56de455,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.57
7666,trm_4a3fd79d0aa76,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.58
7749,trm_557b4b47d994a,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.58
7787,trm_557b4b56de455,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.58
7881,trm_557b4b47d994a,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.59
8013,trm_557b4b47d994a,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.6
8079,trm_555cfb890d721,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.61
8095,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.61
8131,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.61
8171,trm_4a3fd79d09849,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.61
8211,trm_555cfb890d721,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.62
8227,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.62
8263,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.62
8272,trm_557b4904ee26d,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.62
8277,trm_557b4b47d994a,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.62
8303,trm_4a3fd79d09849,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.62
8310,trm_557b493e4203a,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.62
8340,trm_557b482a7c62b,2,8,81,1,0.6666666667,0.9101123596,0.902173913,3,89,0.63
8343,trm_555cfb890d721,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.63
8359,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.63
8395,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.63
8404,trm_557b4904ee26d,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.63
8415,trm_4a3fd79d0b665,2,8,81,1,0.6666666667,0.9101123596,0.902173913,3,89,0.63
8424,trm_4a3fd79d09d93,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.63
8426,trm_557b4b7e68727,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.63
8472,trm_557b482a7c62b,2,8,81,1,0.6666666667,0.9101123596,0.902173913,3,89,0.64
8475,trm_555cfb890d721,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.64
8491,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.64
8527,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.64
8547,trm_4a3fd79d0b665,2,8,81,1,0.6666666667,0.9101123596,0.902173913,3,89,0.64
8556,trm_4a3fd79d09d93,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.64
8607,trm_555cfb890d721,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.65
8623,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.65
8659,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.65
8755,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.66
8791,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.66
8887,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.67
8923,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.67
9019,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.68
9055,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.68
9132,trm_557b482a7c62b,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.69
9151,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.69
9187,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.69
9207,trm_4a3fd79d0b665,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.69
9264,trm_557b482a7c62b,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.7
9267,trm_555cfb890d721,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.7
9283,trm_4a3fd79d09c5b,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.7
9319,trm_4a3fd79d0a5ed,3,9,80,0,1,0.8988764045,0.902173913,3,89,0.7
9339,trm_4a3fd79d0b665,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.7
9396,trm_557b482a7c62b,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.71
9399,trm_555cfb890d721,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.71
9471,trm_4a3fd79d0b665,1,7,82,2,0.3333333333,0.9213483146,0.902173913,3,89,0.71
9531,trm_555cfb890d721,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.72
10317,trm_557b476527a27,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.78
10449,trm_557b476527a27,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.79
10649,trm_558c7b5228ed4,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.8
10746,trm_55b6b910b4b23,2,8,81,1,0.6666666667,0.9101123596,0.902173913,3,89,0.81
10781,trm_558c7b5228ed4,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.81
10878,trm_55b6b910b4b23,2,8,81,1,0.6666666667,0.9101123596,0.902173913,3,89,0.82
10913,trm_558c7b5228ed4,0,6,83,3,0,0.9325842697,0.902173913,3,89,0.82
6927,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.52
7059,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.53
7191,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.54
7323,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.55
7455,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.56
7528,trm_4a3fd79d0ab65,1,6,82,3,0.25,0.9318181818,0.902173913,4,88,0.57
7587,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.57
7616,trm_557b4b652cbec,1,6,82,3,0.25,0.9318181818,0.902173913,4,88,0.57
7719,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.58
7851,trm_558c7b14c076e,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.59
7886,trm_5519b7525d7a2,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.59
8018,trm_5519b7525d7a2,2,7,81,2,0.5,0.9204545455,0.902173913,4,88,0.6
8056,trm_4a3fd79d0ab65,0,5,83,4,0,0.9431818182,0.902173913,4,88,0.61
8144,trm_557b4b652cbec,0,5,83,4,0,0.9431818182,0.902173913,4,88,0.61
