	image_id	node	ri_score	bayes_factor	in_count	out_count
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_24_002714	002714	trm_4a3fd79d0a891	0.697620140425	1.39524028085	24.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_6_008820	008820	trm_4a3fd79d0a891	0.984926552993	1.96985310599	6.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_21_008730	008730	trm_4a3fd79d0a891	0.614232569779	1.22846513956	21.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_10_001587	001587	trm_4a3fd79d0a891	0.943395610182	1.88679122036	10.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_21_000188	000188	trm_4a3fd79d0a891	0.696488558598	1.3929771172	21.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_30_000177	000177	trm_4a3fd79d0a891	0.742474700827	1.48494940165	30.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_44_002824	002824	trm_4a3fd79d0a891	0.567043489576	1.13408697915	44.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_7_003156	003156	trm_4a3fd79d0a891	0.0627079819906	0.125415963981	7.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_3_008730	008730	trm_4a3fd79d0a891	0.586014280974	1.17202856195	3.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_53_003158	003158	trm_4a3fd79d0a891	0.0754605162984	0.150921032597	53.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_14_000395	000395	trm_4a3fd79d0a891	0.961425226155	1.92285045231	14.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_43_001750	001750	trm_4a3fd79d0a891	0.772820779728	1.54564155946	43.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_49_010924	010924	trm_4a3fd79d0a891	0.782192565562	1.56438513112	49.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_38_003185	003185	trm_4a3fd79d0a891	0.828407855404	1.65681571081	38.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_8_008727	008727	trm_4a3fd79d0a891	0.84167205233	1.68334410466	8.0	34.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a891_size_47_002866	002866	trm_4a3fd79d0a891	0.0205731357879	0.0411462715758	47.0	34.0
