	image_id	node	ri_score	bayes_factor	in_count	out_count
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_4_000164	000164	trm_557b491318742	0.286071894079	0.572143788158	4.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_6_000186	000186	trm_557b491318742	0.266940325235	0.53388065047	6.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_1_000119	000119	trm_557b491318742	0.252372742073	0.504745484146	1.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_1_000401	000401	trm_557b491318742	0.375118556136	0.750237112273	1.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_3_008719	008719	trm_557b491318742	0.172573903285	0.34514780657	3.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_5_000120	000120	trm_557b491318742	0.365817852934	0.731635705868	5.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_2_003173	003173	trm_557b491318742	0.0883007266203	0.176601453241	2.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_1_000177	000177	trm_557b491318742	0.422177849024	0.844355698048	1.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_5_000136	000136	trm_557b491318742	0.467588174293	0.935176348587	5.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_1_002729	002729	trm_557b491318742	0.739178957175	1.47835791435	1.0	84.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b491318742_size_5_000157	000157	trm_557b491318742	0.496659771195	0.993319542391	5.0	84.0
