	image_id	node	ri_distance	ri_range	in_count	out_count	ri_binary_0	ri_binary_1	ri_binary_2	ri_binary_3	ri_binary_4	ri_binary_5	ri_binary_6	ri_binary_7	ri_binary_8	ri_binary_9	ri_binary_10	ri_binary_11	ri_binary_12	ri_binary_13
1	008718	trm_557b4b05ae470	0.0155009324012	0.499878432489	1	91	0.5	0.501781153398	0.505833148632	0.511635946982	0.519261155268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	000003	trm_559f0a5b4cd36	0.00548361353379	0.491678132425	1	91	0.5	0.501976486956	0.50420489866	0.508201667989	0.512460620682	0.515236495581	0.514491920171	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	000141	trm_4a3fd79d09c5b	0.000191932714752	0.490389890369	3	89	0.5	0.502108682988	0.505351446727	0.509047192133	0.512906141017	0.516411346442	0.517141711639	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	008820	trm_55b6b910b4b23	0.0704166261932	0.493513512301	3	89	0.5	0.501186707586	0.501873866094	0.502532099004	0.503411089237	0.504532252618	0.505971037275	0.507661451038	0.509406300691	0.511437361185	0.514047958124	0.51824875761	0.523237830827	0.527275916709
5	003175	trm_4aae62e4ad209	0.526750280231	0.489703985548	27	65	0.5	0.500552990322	0.501208697464	0.500930578506	0.500367632103	0.500293034725	0.500343118962	0.50051780512	0.500820641748	0.501269323194	0.501765396335	0.502380981007	0.503073664403	0.503773108983
6	000141	trm_4c3e04d656f06	0.251837820647	0.490754907218	1	91	0.5	0.502134552171	0.504016488188	0.507578761354	0.512568915332	0.516437137671	0.517134827283	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	002866	trm_557b4b7176394	0.0481432985488	0.494599481558	52	40	0.5	0.500579801294	0.501411726775	0.502391753655	0.501995482516	0.498577336696	0.501486772493	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	003129	trm_4a3fd79d0b4a9	0.509053868999	0.512109272965	11	81	0.5	0.499584523734	0.49915301444	0.498619629546	0.498051953459	0.497415739016	0.496830972135	0.496284697082	0.495770103776	0.495183824429	0.494627908516	0.494187002088	0.493912278771	0.493694611224
9	000144	trm_4a3fd79d0a30c	0.410662621266	0.493519151769	5	87	0.5	0.501273053234	0.502686776142	0.503173272908	0.501584798887	0.494692442366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	002863	trm_55ef3ba010121	0.367163608828	0.495322999078	2	90	0.5	0.501426396847	0.501511994035	0.50269300491	0.5053693963	0.510595550927	0.515500966706	0.519457102368	0.520500802741	0.0	0.0	0.0	0.0	0.0
11	000118	trm_557b4b3a6a34d	0.589214141303	0.495093264056	33	59	0.5	0.500467195892	0.500560041628	0.499605852289	0.499238059756	0.500621475016	0.50132273352	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	000186	trm_557b478ce1c24	0.329381167488	0.492506231124	2	90	0.5	0.502254949711	0.503111050274	0.504227807318	0.506490621506	0.510269377534	0.512703182721	0.514941784509	0.515263302724	0.515061142813	0.530898083948	0.0	0.0	0.0
13	008820	trm_4a3fd79d0a775	0.481587801961	0.493900320942	1	91	0.5	0.500527506432	0.502137782339	0.503755965941	0.505263901417	0.506657025374	0.507971112659	0.509138734964	0.510320029534	0.51184405871	0.514099343982	0.518069677721	0.523746807669	0.529338649838
14	000118	trm_559f0986182cc	0.395717806319	0.495042712019	2	90	0.5	0.500675881982	0.501602743359	0.505710545226	0.511119544232	0.516285146747	0.5120140772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	003142	trm_4a3fd79d0b967	0.795517373497	0.510246898355	58	34	0.5	0.500088823269	0.500182786059	0.500022351734	0.4994334515	0.498883367244	0.498413874479	0.497923588015	0.497230177015	0.496430152274	0.495668118785	0.495055013429	0.494566890424	0.493995651218
16	000420	trm_4a3fd79d0b392	0.44262305677	0.491068858609	6	86	0.5	0.501447759331	0.503341673753	0.504308431151	0.505042022848	0.50607335487	0.506790821346	0.507352106069	0.507971529658	0.508456143491	0.509078386221	0.509203961307	0.507646129676	0.510815160409
17	003194	trm_557b4a7315f1b	0.695056373465	0.513870641577	47	45	0.5	0.499348297828	0.498387606459	0.49764132714	0.497082190842	0.496338919377	0.4953162431	0.494005587184	0.492432142873	0.490693806652	0.488715068848	0.486632392267	0.48465466366	0.482645891137
18	003142	trm_557b4b9ccdc4a	0.490857333827	0.490637001741	12	80	0.5	0.500840208433	0.501364365435	0.500813799697	0.499794510334	0.499298516373	0.499269830793	0.499581243942	0.500164600436	0.500895040517	0.501564834098	0.502082875265	0.50247702503	0.502885977806
19	000178	trm_4a3fd79d0b4a9	0.444879374903	0.495290956196	11	81	0.5	0.50053075952	0.502084020107	0.504915070612	0.506164644696	0.504182988083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	000136	trm_55c6f58e77fbe	0.321164843973	0.499352551948	1	91	0.5	0.501045907878	0.504204112091	0.51021500308	0.516315538475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	000420	trm_557b4af7cc1cb	0.0447263841094	0.491494181921	2	90	0.5	0.501190409712	0.50194404259	0.502911773081	0.503992038333	0.505394645304	0.506759196908	0.508174289746	0.509055857683	0.50941087972	0.509594891506	0.509830138645	0.507985993008	0.508874226598
22	003192	trm_4a3fd79d0a398	0.48567495615	0.488582867987	34	58	0.5	0.50057131033	0.501441047101	0.501707012727	0.501701333345	0.502071875743	0.502660944452	0.503330800936	0.504144656269	0.505034405564	0.505882997579	0.506689435773	0.507464673658	0.508117668709
23	000401	trm_557b4af7cc1cb	0.347987026048	0.491622928318	2	90	0.5	0.500929087595	0.501341236186	0.502216828731	0.503431892599	0.5047440202	0.506110196124	0.507591022571	0.508911492006	0.510120472165	0.510931943563	0.511538689343	0.512113438472	0.0
24	003193	trm_557b482a7c62b	0.369253992468	0.489362937938	3	89	0.5	0.500809351111	0.501140793182	0.501822629992	0.502952863722	0.504317907734	0.50578658689	0.507358324159	0.508894473045	0.510458936463	0.511987768576	0.513559217153	0.515229839943	0.517000459177
25	003158	trm_4a3fd79d0ba30	0.11935563572	0.492423312495	15	77	0.5	0.500188291133	0.500736529172	0.501415312722	0.502442113835	0.503766880316	0.505136947853	0.506596883349	0.508037981787	0.509435170056	0.510270414896	0.511014551438	0.511642355996	0.512485554806
26	000120	trm_4a3fd79d0afcf	0.24139383883	0.49394112798	1	91	0.5	0.501437128447	0.503254244165	0.506946343532	0.511646048876	0.498309486126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	000120	trm_557b499fac085	0.332986125333	0.493627480257	1	91	0.5	0.502214888364	0.50420711339	0.507292237229	0.511499644029	0.498309961635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	000154	trm_558c7b5228ed4	0.45264439663	0.492615425224	3	89	0.5	0.501935202014	0.504945508129	0.508559066465	0.514356537399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	003193	trm_559f0986182cc	0.302920897755	0.489302371661	2	90	0.5	0.500851522216	0.501394470975	0.501897235219	0.503585762878	0.505476148672	0.507434716607	0.509359316683	0.511249553049	0.513136880407	0.515009898548	0.516868207646	0.518794460844	0.520803224378
30	008820	trm_4c3e05903e4bb	0.796416013887	0.493214946804	14	78	0.5	0.500361881105	0.50106189018	0.501694331266	0.50192941432	0.501983604794	0.501934521097	0.502000993925	0.501965241622	0.501836237822	0.502044096079	0.502695122412	0.503484967196	0.504967043771
31	000164	trm_56798c5f25b0c	0.00219744196577	0.494248868047	1	91	0.5	0.502436429801	0.50588255197	0.510734997762	0.515797592699	0.513466512352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
