	image_id	node	ri_distance	ri_range	in_count	out_count	ri_binary_0	ri_binary_1	ri_binary_2	ri_binary_3	ri_binary_4	ri_binary_5	ri_binary_6	ri_binary_7	ri_binary_8	ri_binary_9	ri_binary_10	ri_binary_11	ri_binary_12	ri_binary_13
32	003180	trm_4a3fd79d09d93	0.126615270559	0.492713829811	3	89	0.5	0.501480295971	0.501890433416	0.501812018287	0.502192501691	0.503071765469	0.504174311205	0.505158040967	0.506002527138	0.506786093452	0.507531764668	0.508341805465	0.509467527955	0.510813299358
33	000187	trm_4a3fd79d0ab65	0.491154259758	0.508257467878	4	88	0.5	0.499015833118	0.498821983908	0.498773919643	0.49890910314	0.499045556656	0.49943140443	0.500421295252	0.501385617531	0.501914925247	0.502119229112	0.0	0.0	0.0
34	002718	trm_557b477b4a15f	0.528184052375	0.497521143514	2	90	0.5	0.500893213647	0.502080398479	0.50272171817	0.502775122098	0.502265987298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	000146	trm_4a3fd79d0b4a9	0.286286530146	0.493062773087	11	81	0.5	0.501007457926	0.503105445463	0.506338515979	0.511011051344	0.503998806076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	000141	trm_557b47abe9a34	0.397419744406	0.490244245766	1	91	0.5	0.501601739012	0.503533133058	0.50794088373	0.512693666918	0.516436660254	0.517134827283	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	003041	trm_4a3fd79d0b89e	0.215071038049	0.494471074301	7	85	0.5	0.501193132435	0.502441018164	0.502545097287	0.500521946179	0.494460624628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	000395	trm_557b474e2b578	0.0890757152889	0.49211769252	6	86	0.5	0.50278763315	0.505709229628	0.507015631168	0.507885921107	0.509289683881	0.510808598018	0.512558513878	0.514988124502	0.5183682628	0.521513809131	0.524232485832	0.526482764311	0.0
39	000154	trm_4a3fd79d0a891	0.60065964979	0.507186835508	58	34	0.5	0.499385184906	0.498506154894	0.496875035543	0.495893978725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	002824	trm_557b4b7e68727	0.18173600669	0.49635972686	3	89	0.5	0.501219192103	0.502406763945	0.503690353839	0.504787330443	0.50182069084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	003179	trm_558c7439832d9	0.00777212776763	0.490723677916	1	91	0.5	0.500766356631	0.500194273783	0.500379506169	0.501240060642	0.502350716785	0.503479174602	0.504621864428	0.505677118153	0.506744452643	0.507917353776	0.509133846958	0.510377362819	0.511647999254
42	003193	trm_55b6b92c1fd76	0.000420458036764	0.489484107518	1	91	0.5	0.500400223048	0.500987144732	0.502153591759	0.503692044132	0.50537643715	0.507176995505	0.509022861073	0.510891200958	0.512815886769	0.514715253441	0.516626612993	0.51863488422	0.520732325768
43	000407	trm_4a3fd79d0b58f	0.557481853814	0.492222186726	12	80	0.5	0.500560176111	0.501440933332	0.501724811117	0.501919869263	0.502898347056	0.504505039032	0.50686268367	0.509897128536	0.512856740092	0.51612668153	0.52059795745	0.521686321298	0.0
44	000142	trm_557b499fac085	0.370632518771	0.494553982337	1	91	0.5	0.502101012372	0.503306041284	0.505409261138	0.510078048496	0.516844820386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	003185	trm_557b49206928b	0.334319443081	0.490510719204	1	91	0.5	0.500809489136	0.501269038265	0.502556532888	0.504302592852	0.506341785395	0.508719169414	0.511359264293	0.51391703186	0.516374994673	0.518662447851	0.520804004206	0.522970307258	0.525142849629
46	000165	trm_4a3fd79d0a7bb	0.415633716324	0.508798501959	6	86	0.5	0.498138216895	0.49426751811	0.490407843081	0.489933895182	0.49504204704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	000147	trm_55b6b96e77df6	0.219831155199	0.494165234792	1	91	0.5	0.501726894784	0.504863910025	0.507432963925	0.508597348681	0.509072870631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	000164	trm_4a3fd79d0a1d1	0.00860217653496	0.494286690185	1	91	0.5	0.50213532085	0.505522110982	0.510390832177	0.515603207903	0.513482444466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	000120	trm_557b48d40d3cf	0.203770543075	0.493552910132	1	91	0.5	0.501738077906	0.503739315206	0.506110524879	0.508904838727	0.499364651424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	000186	trm_4a3fd79d0ba30	0.523010110671	0.510196554601	15	77	0.5	0.498966956213	0.497882268607	0.496562574676	0.494804987568	0.492973566889	0.49198992228	0.492446049633	0.494475383245	0.497408839886	0.501782072773	0.0	0.0	0.0
51	000187	trm_4a3fd79d0a17f	0.436525264852	0.493522113995	1	91	0.5	0.500836257197	0.502154615316	0.503820448601	0.5058928036	0.508183052643	0.512075287115	0.517191247485	0.520637892033	0.522601453241	0.524401070146	0.0	0.0	0.0
52	003041	trm_4a3fd79d0a038	0.469037217534	0.494702801083	18	74	0.5	0.500739506882	0.50205039767	0.503651519511	0.504662358746	0.504354596654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	000119	trm_55ef1fd2bc418	0.426732292248	0.495910454937	1	91	0.5	0.501168667214	0.503275614016	0.504974352751	0.50589140399	0.505389509407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	001584	trm_557b47abe9a34	0.436593525207	0.496714208159	1	91	0.5	0.501561979418	0.501003362221	0.500496411844	0.500339560985	0.501132779165	0.497790234018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	003041	trm_557b474e2b578	0.83730999326	0.511853022737	6	86	0.5	0.497220803147	0.491745747662	0.48629987399	0.484963126892	0.489976437944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	000407	trm_51a690a7492eb	0.00603115311726	0.492031832626	1	91	0.5	0.501666398998	0.502359830569	0.50396375681	0.506078653183	0.508420101223	0.511337699131	0.51467338689	0.51795460117	0.520846213787	0.523455529206	0.526690510943	0.528284586022	0.0
57	000144	trm_4a3fd79d0b58f	0.467017492751	0.494364416603	12	80	0.5	0.500607739569	0.50158015503	0.503615054759	0.507129001546	0.499126917838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	000004	trm_557b491318742	0.43889326465	0.496871532493	8	84	0.5	0.501299950404	0.501909889402	0.501442262604	0.492663985161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	002883	trm_4a3fd79d0a5ed	0.133373183533	0.498151586209	3	89	0.5	0.50186892862	0.503324532623	0.503731457414	0.503322627617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	003164	trm_4a3fd79d0a17f	0.0493004151353	0.492930553008	1	91	0.5	0.500729051859	0.50036407245	0.500249865602	0.500744131003	0.501569109273	0.502675576787	0.503939261781	0.50509269482	0.506113139455	0.507246170624	0.508347833555	0.509181489525	0.509773099814
61	002963	trm_557b49ad14adf	0.00252844764121	0.498308403015	1	91	0.5	0.501672119737	0.501775636007	0.50116983258	0.502297341856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	000138	trm_559f0a5b4cd36	0.108488698047	0.49936221083	1	91	0.5	0.501414132066	0.503044484149	0.50791971244	0.513702134969	0.519442478297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	000146	trm_567982752ff4a	0.292900500014	0.494984006566	1	91	0.5	0.501020103587	0.50242945803	0.505514684919	0.509522034332	0.512067928655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	001750	trm_557b482a7c62b	0.804284435162	0.498142597825	3	89	0.5	0.500861088765	0.50126195095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65	000140	trm_557b4b7e68727	0.447413679015	0.491386337961	3	89	0.5	0.501322168059	0.503427789725	0.505888252867	0.507444326729	0.508401095163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	003162	trm_557b471bc6cd8	0.177026069249	0.49332442446	1	91	0.5	0.500088962436	0.500551533371	0.501867882852	0.503666160212	0.505557937054	0.50710613436	0.508338192163	0.509471183863	0.510596220535	0.511870594198	0.513379440347	0.515103956298	0.516542102285
67	002729	trm_4a3fd79d0b4b5	0.281917260963	0.493936104125	56	36	0.5	0.500558544195	0.500534067817	0.501648784592	0.513097873278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	003164	trm_557b4af7cc1cb	0.189982237683	0.493094426223	2	90	0.5	0.499866708053	0.4997095805	0.499977461368	0.500727165148	0.501614185731	0.502561807565	0.503563586178	0.504526035222	0.505457449811	0.506503303179	0.50770638632	0.508951803896	0.510091755494
69	000178	trm_558c736199abd	0.475308569694	0.496492680045	2	90	0.5	0.501238991959	0.502408588364	0.505771410126	0.51167901422	0.519716728928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	000412	trm_557b493133416	0.655932118	0.494306310082	2	90	0.5	0.501276267819	0.502343508824	0.503427336597	0.504042886639	0.504089236433	0.504240929868	0.504551720594	0.504967672814	0.505579171032	0.506387506565	0.506157189799	0.504562013648	0.501184224957
71	001583	trm_4a3fd79d0af66	0.941896194247	0.495164174899	5	87	0.5	0.502350441296	0.504487138396	0.50425074909	0.503456009826	0.502520070508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	002824	trm_558c7439832d9		0.511285474657	1	91	0.5	0.493512860488	0.492154389865	0.494362146766	0.49712213296	0.493063904652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	002723	trm_557b499fac085	0.383464131605	0.497631857604	1	91	0.5	0.501175409592	0.501355882983	0.5004152146	0.496663642291	0.495635646282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	002714	trm_557b499fac085	0.224691271755	0.49557160644	1	91	0.5	0.502039248782	0.50436483765	0.508420602951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	000166	trm_4a3fd79d0a7bb	0.428950002731	0.508564702584	6	86	0.5	0.498072856134	0.494326435716	0.490643412912	0.490551546139	0.495212644821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	000122	trm_558c7b5228ed4	0.231613023636	0.497169515288	3	89	0.5	0.50185045969	0.504910891148	0.509075969638	0.506320911689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	000154	trm_4a3fd79d0b64e	0.441662129241	0.493803079997	1	91	0.5	0.501116773853	0.503083600061	0.506296150186	0.509576147711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	003188	trm_55ef1fd2bc418	0.433220338581	0.489971950745	1	91	0.5	0.500790508223	0.501358608807	0.502618933374	0.504344226807	0.506344193156	0.508740749148	0.51133306249	0.51390762229	0.516270600653	0.518415533993	0.520533493925	0.522801440206	0.525060721863
79	001585	trm_557b4a913f8cc	0.973599680014	0.497886562239	1	91	0.5	0.501425276296	0.502067883375	0.502549893575	0.500040314795	0.500836811117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	000142	trm_557b494ca540d	0.117531172878	0.494330784875	1	91	0.5	0.501267466709	0.502081051781	0.504896844983	0.509912987726	0.516844342938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	003185	trm_557b4b47d994a	0.384143639674	0.490266759334	3	89	0.5	0.500888943103	0.501528562955	0.502584427908	0.504505855614	0.507099557464	0.509650099088	0.512102660262	0.51437460216	0.51652336062	0.518672460968	0.520804004206	0.522970307258	0.525142849629
82	008718	trm_568427366401c	0.00153709483773	0.498082088495	7	85	0.5	0.501593689852	0.504623766075	0.508034097187	0.507051712998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	000186	trm_557b48a224b95	0.00431850747238	0.491849071031	2	90	0.5	0.50269659105	0.503757273264	0.506146012921	0.508550586597	0.510677788121	0.512703182721	0.514941784509	0.515263302724	0.515061142813	0.530898083948	0.0	0.0	0.0
84	003175	trm_557b491318742	0.159828492803	0.488107302545	8	84	0.5	0.501978131058	0.504202865527	0.503421460108	0.502593438906	0.503560414607	0.504896990384	0.506329488196	0.50787829094	0.509431886295	0.51106490947	0.512774766751	0.514599704751	0.51646731059
85	000140	trm_55b6b910b4b23	0.0307208304009	0.490874747166	3	89	0.5	0.502312696031	0.505397917069	0.509851451406	0.514191660987	0.516729872264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	010924	trm_559f0986182cc	0.465653929126	0.498535222453	2	90	0.5	0.501518481387	0.500930345247	0.498486933563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	001750	trm_4a3fd79d09849	0.0412721907026	0.49701540017	3	89	0.5	0.502392565395	0.50184485231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	003180	trm_559f09a5cdca9	0.0551919802989	0.493239552355	1	91	0.5	0.50077795094	0.500163167172	0.500693361069	0.501885425722	0.503088124508	0.504174311205	0.505158040967	0.506002527138	0.506786093452	0.507531764668	0.508341805465	0.509467527955	0.510813299358
89	003162	trm_5159beaf80413	0.00503357308563	0.493255907931	1	91	0.5	0.500227423297	0.500810536464	0.502224749644	0.50412195204	0.506199069863	0.507955717432	0.509491543715	0.510897444161	0.512108697719	0.513214347064	0.514278255583	0.515255195937	0.515822757206
90	003162	trm_4a3fd79d0b043	0.40983445925	0.493265452805	1	91	0.5	0.500448645054	0.500537313153	0.501485397213	0.503555879029	0.506431201853	0.508748258643	0.510385101113	0.511618210052	0.512644398794	0.513622879772	0.514593286785	0.515596936935	0.516317633508
91	000418	trm_557b4993a0fdd	0.407761434408	0.491605977017	6	86	0.5	0.50153062099	0.503262985455	0.504583640245	0.506830421828	0.510024951632	0.513059745822	0.516331193692	0.519366232355	0.522154140295	0.524919873955	0.527519716862	0.0	0.0
92	003173	trm_557b48d40d3cf	0.225939577402	0.489056502499	1	91	0.5	0.500860146652	0.501110818879	0.501664741086	0.502606758945	0.503842976708	0.505245646123	0.506775538276	0.508298519349	0.509848906796	0.511536750338	0.513336516128	0.51520756184	0.517109510831
93	003158	trm_4a3fd79d0b4a9	0.140678359099	0.49257986622	11	81	0.5	0.500060476119	0.500501820515	0.501143791073	0.502074981196	0.5032368047	0.504429074603	0.505701934334	0.507183909491	0.508705769319	0.509826192434	0.510809032271	0.511552204564	0.512437569643
94	000177	trm_559f0a5b4cd36	0.00287732096086	0.497199300575	1	91	0.5	0.501648232913	0.502892610535	0.505903243076	0.510234721943	0.514661249108	0.518965397757	0.520876620602	0.0	0.0	0.0	0.0	0.0	0.0
95	001586	trm_4a3fd79d09d93	0.775791279086	0.496793699136	3	89	0.5	0.501854364003	0.502861086112	0.504147375385	0.507341127693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	008719	trm_4aae62e4ad209	0.36235740794	0.495442250026	27	65	0.5	0.500318110237	0.498771305078	0.495548848202	0.495651117878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	003179	trm_4a3fd79d09902	0.404085049624	0.513907352517	2	90	0.5	0.499001238976	0.497754719785	0.496935056919	0.496675933834	0.496714990405	0.49687823529	0.497073918057	0.497172962759	0.497274689493	0.497504365803	0.497814369626	0.498152060599	0.498484640381
98	000420	trm_557b4a7315f1b	0.602198257742	0.508275475032	47	45	0.5	0.500017488714	0.499498439606	0.498978788692	0.49826724068	0.497210634714	0.497025339894	0.497864443177	0.499248978296	0.500944996964	0.502712724929	0.504163753208	0.502921719532	0.497516142552
99	000118	trm_558c73f3c8c6f	0.188853057722	0.495226347927	1	91	0.5	0.501284830549	0.502818922304	0.505474727826	0.509342291075	0.514613416413	0.51202172822	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	002731	trm_557b49ad14adf	0.50744096498	0.498829759594	1	91	0.5	0.50129736891	0.501607200677	0.50369770058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	000173	trm_559f09a5cdca9	0.0351242209218	0.491884741313	1	91	0.5	0.50260385677	0.505451089624	0.510226128003	0.514666339129	0.518400224866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	008727	trm_51a690a7492eb	0.00645472466352	0.494784803296	1	91	0.5	0.500717116733	0.501874678403	0.504527545696	0.50836537273	0.512878904816	0.517597141315	0.520845735808	0.524480980279	0.0	0.0	0.0	0.0	0.0
103	000119	trm_4a3fd79d0afcf	0.212320340596	0.495745329561	1	91	0.5	0.502181617467	0.50548396117	0.510533430203	0.515117573413	0.517270261994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	003131	trm_4a3fd79d0b967	0.785515684959	0.511112082514	58	34	0.5	0.499796638233	0.499357598048	0.498767578614	0.497564569751	0.495912379639	0.494156324487	0.492468514796	0.490695583393	0.488768181318	0.486670262493	0.484475696438	0.482109187078	0.479625587768
105	003164	trm_4a3fd79d0a1d1	0.0055819401774	0.49297654006	1	91	0.5	0.500563342639	0.499455656874	0.499415687162	0.500303347957	0.501477109297	0.502774360065	0.503973900737	0.505092295239	0.506113139455	0.507246170624	0.508347833555	0.509181489525	0.509773099814
106	002714	trm_4a3fd79d09ab2	0.311629300528	0.495804236283	10	82	0.5	0.501396970562	0.502907221989	0.50452554314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	003194	trm_4c3e05903e4bb	0.544010283262	0.51146930836	14	78	0.5	0.49991829382	0.499416179987	0.498535634551	0.497836832507	0.497388347344	0.497100289129	0.497019083945	0.497097900605	0.497296056837	0.497591858545	0.49796053989	0.498456168779	0.498947715281
108	000164	trm_4a3fd79d0a775	0.143357634291	0.494615162088	1	91	0.5	0.501572533231	0.505682277706	0.510782934116	0.516316544974	0.513147248389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	008727	trm_557b4b3a6a34d	0.457131689394	0.494667882898	33	59	0.5	0.50052499558	0.500705390348	0.500180932834	0.500096881784	0.501717823645	0.504087800286	0.506779779383	0.51058089458	0.0	0.0	0.0	0.0	0.0
110	000395	trm_557b482a7c62b	0.530493780245	0.492939633447	3	89	0.5	0.501360697127	0.502491819464	0.503360638103	0.503950501548	0.504109310793	0.504273667135	0.504662371177	0.50574227193	0.50808370277	0.510654217356	0.512906709237	0.513927182641	0.0
111	000419	trm_557b48e337218	0.397888392115	0.493149050106	4	88	0.5	0.50153672216	0.502883865405	0.504123718151	0.506876921983	0.511126302502	0.514208179583	0.517128088595	0.520159736173	0.522963319633	0.525347375443	0.527419124387	0.528284586022	0.0
112	000149	trm_4ee8facd77dfc	0.00374652673297	0.492883220984	1	91	0.5	0.502249505905	0.504993268749	0.508597788341	0.511945780552	0.516234757079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	002863	trm_557b49ad14adf	0.0305510500792	0.494838438412	1	91	0.5	0.502018921699	0.502442421606	0.50491008114	0.508635523031	0.512319283409	0.515588545414	0.519457102368	0.520500802741	0.0	0.0	0.0	0.0	0.0
114	000135	trm_557b477b4a15f	0.523046543677	0.490700553658	2	90	0.5	0.501203628305	0.502822928025	0.504654947163	0.506354423585	0.506746570882	0.508176936656	0.0	0.0	0.0	0.0	0.0	0.0	0.0
115	001586	trm_4a3fd79d09af8	0.566658978466	0.497944226317	1	91	0.5	0.501022117087	0.502554458141	0.504449716087	0.506502885593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116	003162	trm_557b499fac085	0.136193798035	0.493162607226	1	91	0.5	0.50075737084	0.500815473376	0.502230065008	0.50459066666	0.506987357145	0.508880216942	0.510385101113	0.511618210052	0.512644398794	0.513622879772	0.514593286785	0.515596936935	0.516317633508
117	003179	trm_4a3fd79d0aab0	0.477230650616	0.491243171912	12	80	0.5	0.499988416981	0.500178189019	0.500707407621	0.501529896229	0.502230932969	0.502699160225	0.503053313186	0.50342295728	0.503907284762	0.504361614906	0.504785434954	0.505063799333	0.505219237452
